cocoa,cream,egg,milk,bread,,,,,,,,,,,,,,,,,,,,
coconut,vinegar,fish,lime_juice,vinegar,mango,pepper,cumin,peanut,carrot,fish,lime,basil,root,chicken,watercress,egg,pork_sausage,okra,,,,,,
fish,lemon,soy_sauce,beef,chicken,shallot,lime,bean,basil,mint,cabbage,mint,lemongrass,oyster,lemongrass,,,,,,,,,,
sesame_oil,lemongrass,roasted_peanut,tea,lime_juice,garlic,cilantro,carrot,rice,shiitake,chicken_broth,sweet_potato,salmon,cream,basil,,,,,,,,,,
rice,chicken_broth,sesame_oil,fish,ginger,lettuce,basil,ginger,root,coconut,turmeric,palm,garlic,vegetable_oil,shrimp,,,,,,,,,,
palm,fish,bean,ginger,scallion,ginger,bean,galanga,mango,cumin,fruit,chicken,shallot,pea,fish,rice,coconut,sesame_oil,,,,,,,
radish,coconut,shrimp,shallot,coconut,broccoli,cucumber,cucumber,ginger,lime_juice,coconut,pepper,thai_pepper,sherry,zucchini,,,,,,,,,,
mango,cayenne,galanga,cucumber,root,shrimp,oyster,pepper,cucumber,fish,macaroni,galanga,cayenne,soy_sauce,chervil,coconut,turmeric,,,,,,,,
chicken,cider,lime_juice,carrot,vegetable_oil,black_pepper,palm,lime,bean,cream,shrimp,lettuce,bell_pepper,galanga,palm,,,,,,,,,,
onion,shallot,olive_oil,soy_sauce,cumin,cilantro,garlic,soy_sauce,scallion,bread,palm,mustard,galanga,macaroni,macaroni,,,,,,,,,,
lemon_juice,tomato,garlic,fenugreek,soy_sauce,lemongrass,pork,scallop,fish,oyster,fenugreek,lemongrass,lime,mace,clam,lime,,,,,,,,,
black_pepper,lime_juice,lemon_juice,scallion,shrimp,mint,carrot,black_pepper,pea,fenugreek,cucumber,thai_pepper,tomato,pepper,holy_basil,,,,,,,,,,
olive_oil,starch,lettuce,shrimp,lettuce,crab,cane_molasses,basil,garlic,mango,cinnamon,bread,fish,soybean,orange,,,,,,,,,,
roasted_peanut,radish,peanut,seed,apricot,vegetable_oil,ginger,cilantro,peanut_butter,galanga,celery,coconut,rice,lime_peel_oil,beef_broth,,,,,,,,,,
lamb,shiitake,chicken_broth,cumin,starch,squid,lime_juice,tamarind,lime_juice,macaroni,pepper,milk,pepper,coriander,lime,,,,,,,,,,
wheat,apple,cilantro,peanut,black_pepper,carrot,lettuce,parsley,bread,peanut_butter,garlic,root,wheat,cane_molasses,rice,,,,,,,,,,
dill,corn,white_wine,wheat,cucumber,rice,lemongrass,mint,soy_sauce,yam,lime,grapefruit,leek,tamarind,root,,,,,,,,,,
vegetable_oil,sesame_oil,cumin,sweet_potato,coriander,soybean,roasted_peanut,lime_juice,honey,chicken_broth,egg,cumin,cumin,coconut,cream,,,,,,,,,,
pork,mushroom,mint,sesame_oil,shallot,bell_pepper,chicken_broth,coconut,onion,tamarind,scallion,crab,cilantro,milk,garlic,,,,,,,,,,
lemon,clam,pork,clam,basil,honey,chicken,mango,cilantro,cayenne,lemongrass,soy_sauce,sesame_seed,carrot,mussel,,,,,,,,,,
juniper_berry,rice,shiitake,papaya,garlic,palm,vegetable,sesame_seed,lemon_peel,scallion,mint,egg,egg,egg,tamarind,thai_pepper,lime,,,,,,,,
plum,butter,root,mango,celery,starch,peanut,lemongrass,coconut,lime,star_anise,radish,cucumber,cheese,whole_grain_wheat_flour,,,,,,,,,,
yogurt,coriander,roasted_sesame_seed,corn,bell_pepper,lime,mint,pineapple,butter,cinnamon,honey,pea,mussel,cucumber,milk,,,,,,,,,,
cider,pea,mushroom,mushroom,carrot,pork,rice,fenugreek,roasted_beef,turmeric,tomato,shrimp,palm,oregano,cinnamon,lime,,,,,,,,,
cardamom,lemon_juice,palm,grape_juice,sesame_oil,bean,pumpkin,banana,chicken_broth,corn,galanga,cilantro,pea,beef_broth,sesame_seed,,,,,,,,,,
gelatin,tarragon,scallion,apple,turmeric,scallop,egg,turmeric,cayenne,shrimp,olive,scallion,scallop,cinnamon,wine,,,,,,,,,,
cheese,garlic,lemon,lettuce,cashew,coconut,soybean,lime_peel_oil,lemongrass,soybean,carrot,seed,chicken_broth,zucchini,olive,,,,,,,,,,
egg,scallion,vegetable_oil,lemon,pork,soy_sauce,honey,yeast,squash,parsley,oregano,tamarind,seed,hazelnut,chicken_broth,,,,,,,,,,
lima_bean,chayote,starch,shiitake,cabbage,cumin,bell_pepper,root,pork,banana,milk,peanut_oil,mustard,yogurt,raspberry,,,,,,,,,,
orange_peel,roasted_peanut,rice,banana,yeast,pepper,orange_juice,lettuce,cinnamon,tangerine,vegetable,honey,milk_fat,white_bread,cayenne,broccoli,turmeric,,,,,,,,
citrus,papaya,lemongrass,rice,palm,fenugreek,macaroni,nutmeg,palm,mussel,cumin,chive,roasted_beef,tomato,papaya,,,,,,,,,,
coffee,asparagus,vinegar,squid,raisin,peanut,coconut,pork,holy_basil,honey,bean,peanut,vegetable,bay,lettuce,,,,,,,,,,
grape,dill,mustard,lemongrass,pepper,pear,catfish,asparagus,soybean,peanut_oil,maple_syrup,cucumber,carrot,pineapple,savory,,,,,,,,,,
rosemary,lovage,vanilla,cilantro,macadamia_nut,roasted_peanut,cardamom,macaroni,turmeric,cilantro,lamb,vegetable_oil,bread,rosemary,tarragon,,,,,,,,,,
feta_cheese,white_bread,apple,coriander,mint,anise,fish,fish,white_wine,butter,mussel,potato,wine,ham,tuna,turmeric,,,,,,,,,
honey,mustard,milk_fat,tarragon,asparagus,cucumber,squash,seed,rye_flour,apple,soybean,cream,zucchini,lime_juice,mushroom,,,,,,,,,,
starch,vanilla,caraway,almond,bean,basil,almond,squid,cream,orange,white_wine,anise_seed,orange,cabbage,leek,,,,,,,,,,
cream,potato,potato,lingonberry,tea,cabbage,shallot,rye_bread,oat,rye_flour,beet,lemon,brassica,wine,bell_pepper,tomato,vinegar,cane_molasses,cumin,butter,cucumber,turmeric,,,
sage,egg,cardamom,roasted_pork,squid,turmeric,white_wine,egg,lemon_juice,berry,orange,celery,scallion,chicken_broth,nut,thai_pepper,lemongrass,,,,,,,,
blackberry,plum,barley,vegetable_oil,lemongrass,white_wine,rye_flour,orange,beet,parsnip,smoked_salmon,smoked_salmon,cheddar_cheese,turkey,pepper,star_anise,lime_juice,,,,,,,,
mustard,orange_peel,orange_juice,radish,fenugreek,black_bean,salmon,beef_broth,smoked_salmon,chive,herring,orange,cinnamon,porcini,cherry,,,,,,,,,,
vanilla,coffee,almond,walnut,celery_oil,squash,scallop,cognac,pork_sausage,currant,coriander,lard,oregano,star_anise,cognac,,,,,,,,,,
peanut,black_pepper,parsley,nutmeg,zucchini,egg_noodle,cream,milk,crab,brandy,ginger,white_wine,olive,smoke,bartlett_pear,,,,,,,,,,
chive,thyme,herring,chive,radish,chervil,smoked_salmon,fennel,brandy,nutmeg,sherry,beef_broth,whole_grain_wheat_flour,white_wine,scallop,,,,,,,,,,
orange,almond,red_wine,cream,roasted_peanut,herring,veal,strawberry,herring,celery,meat,vinegar,nutmeg,bean,porcini,,,,,,,,,,
maple_syrup,cauliflower,cherry,olive_oil,white_wine,milk,milk,wine,buttermilk,anise_seed,leek,olive,milk,chive,apple,,,,,,,,,,
kiwi,caraway,corn,bay,dill,anise_seed,cider,horseradish,apple,cabbage,yogurt,zucchini,cream,nutmeg,pork_sausage,cucumber,turmeric,chicken_broth,coconut,cream,,,,,
date,brandy,dill,white_wine,egg,seed,chive,pea,bay,oregano,vinegar,whole_grain_wheat_flour,star_anise,cayenne,smoke,,,,,,,,,,
corn,ham,macaroni,potato,cream,beet,herring,bay,vegetable,pumpkin,feta_cheese,cheese,black_pepper,orange,mustard,,,,,,,,,,
sassafras,juniper_berry,beet,dill,plum,bay,rye_bread,chicken_broth,leek,salmon_roe,zucchini,fish,chive,black_pepper,ham,,,,,,,,,,
rye_flour,cardamom,tea,rye_bread,anise_seed,cured_pork,cream_cheese,rosemary,nutmeg,white_bread,rosemary,rosemary,white_bread,milk_fat,vegetable,,,,,,,,,,
lovage,white_wine,cream,avocado,rye_bread,rye_bread,potato,white_bread,orange,feta_cheese,ouzo,cinnamon,rosemary,cheddar_cheese,olive_oil,vinegar,thyme,chicken_broth,cider,cumin,cinnamon,turmeric,,,
pork_sausage,walnut,bread,vanilla,salmon,raisin,wine,beet,olive,lemon_peel,lemon_peel,nutmeg,bay,plum,brown_rice,thai_pepper,lemongrass,,,,,,,,
cayenne,green_bell_pepper,lingonberry,cardamom,currant,orange,mace,lard,yogurt,yogurt,olive_oil,watercress,cream_cheese,pork,vinegar,,,,,,,,,,
apple,feta_cheese,cucumber,egg,salmon_roe,vanilla,sherry,mussel,lard,rosemary,fennel,cream_cheese,lobster,beet,cheddar_cheese,,,,,,,,,,
cinnamon,gelatin,cinnamon,cinnamon,cardamom,rye_flour,bay,cranberry,watercress,scallop,date,quince,cider,lard,white_wine,,,,,,,,,,
horseradish,lamb,feta_cheese,licorice,nutmeg,dill,butter,celery,milk,veal,butter,porcini,shrimp,olive,chive,,,,,,,,,,
gruyere_cheese,olive,endive,blackberry,cauliflower,leek,beer,chickpea,chive,olive,nutmeg,oyster,soybean,brown_rice,sherry,,,,,,,,,,
vegetable,vegetable_oil,nut,rye_flour,beet,veal,blackberry,cinnamon,savory,zucchini,vanilla,coffee,beet,basil,tomato,,,,,,,,,,
rum,rose,marjoram,yeast,gelatin,sour_cherry,oregano,red_wine,anise_seed,wine,berry,carrot,shiitake,yam,lime_peel_oil,,,,,,,,,,
orange_juice,orange_juice,basil,red_wine,bacon,milk_fat,beef_broth,honey,parsley,lard,orange_peel,white_bread,banana,dill,corn,bell_pepper,,,,,,,,,
pear,romano_cheese,grape_juice,feta_cheese,cinnamon,red_wine,cottage_cheese,cream_cheese,rosemary,vanilla,oyster,orange_peel,crab,corn,oregano,,,,,,,,,,
watermelon,cucumber,chicken,romano_cheese,almond,cider,cheese,oregano,wine,sweet_potato,banana,milk_fat,apple,apple_brandy,carrot,,,,,,,,,,
olive,clove,bell_pepper,bell_pepper,tarragon,almond,red_wine,butter,tomato_juice,lemon_juice,pear,currant,lemon_peel,artichoke,artichoke,,,,,,,,,,
caraway,egg_noodle,cauliflower,basil,horseradish,cinnamon,nutmeg,yogurt,currant,chickpea,veal,beet,truffle,leek,soybean,,,,,,,,,,
melon,orange,cream_cheese,artichoke,blueberry,olive,olive,lemon_peel,cottage_cheese,vinegar,seed,barley,butter,avocado,pumpkin,,,,,,,,,,
currant,honey,ham,fig,pecan,cream,feta_cheese,zucchini,wheat,fig,parsley,cabbage,celery,mandarin_peel,soy_sauce,white_wine,mint,fish,,,,,,,
ham,wine,apricot,apricot,milk_fat,juniper_berry,rosemary,shallot,milk_fat,bay,brassica,fennel,laurel,scallion,crab,,,,,,,,,,
bacon,grape_juice,bay,parsley,cider,parsley,cured_pork,vinegar,beef_broth,mozzarella_cheese,beef_broth,cayenne,turnip,lemon_peel,white_bread,,,,,,,,,,
bean,meat,pear,lima_bean,raspberry,bread,whole_grain_wheat_flour,milk_fat,pistachio,rum,lettuce,turnip,pumpkin,grape,cheese,fenugreek,pepper,shallot,garlic,coriander,onion,chicken_broth,cumin,turmeric,
tequila,turkey,black_pepper,cheese,potato,feta_cheese,cinnamon,olive,liver,leek,chive,shiitake,lard,crab,rosemary,rice,soy_sauce,coconut,lime_juice,,,,,,
meat,squash,nutmeg,pea,seed,oregano,sesame_seed,parmesan_cheese,cured_pork,mace,soy_sauce,rutabaga,mozzarella_cheese,mustard,cumin,,,,,,,,,,
raspberry,buttermilk,sage,raisin,avocado,radish,yogurt,currant,zucchini,pork_sausage,mango,lemon_peel,raisin,lobster,bay,,,,,,,,,,
milk,cocoa,lemon_peel,leek,feta_cheese,parmesan_cheese,dill,artichoke,ouzo,vegetable,mustard,pumpkin,beef_broth,pumpkin,cider,,,,,,,,,,
strawberry,lemon_peel,anise_seed,plum,lard,macaroni,starch,wheat,pecan,walnut,cheddar_cheese,apple_brandy,smoke,lemon,shiitake,,,,,,,,,,
tarragon,vegetable,honey,scallop,leek,plum,lard,brassica,passion_fruit,bean,onion,smoke,blueberry,nut,mozzarella_cheese,,,,,,,,,,
fennel,yogurt,yeast,strawberry,olive,olive_oil,parmesan_cheese,ouzo,saffron,onion,crab,scallop,goat_cheese,cider,lemon,thai_pepper,black_pepper,garlic,coriander,chicken_broth,cumin,shrimp,,,
milk_fat,lettuce,fennel,lamb,cheese,goat_cheese,orange,cheese,cream_cheese,oat,pea,date,date,tuna,feta_cheese,,,,,,,,,,
yam,mint,parmesan_cheese,nut,olive_oil,artichoke,lemon,star_anise,raisin,lemon,whole_grain_wheat_flour,lime_juice,lemon,squash,fennel,,,,,,,,,,
walnut,armagnac,sesame_seed,anise,chickpea,fennel,ouzo,raisin,macaroni,sage,lard,cane_molasses,pimento,banana,black_pepper,chicken,rice,pea,thai_pepper,lemongrass,,,,,
soy_sauce,peach,plum,orange_juice,sesame_seed,pea,milk_fat,veal,gelatin,parmesan_cheese,truffle,veal,cranberry,roasted_beef,dill,,,,,,,,,,
beef,milk,tarragon,meat,walnut,walnut,lamb,anise_seed,raspberry,pea,broccoli,peanut_butter,kidney_bean,pork_sausage,potato,,,,,,,,,,
bourbon_whiskey,bread,peanut_butter,fennel,oregano,lima_bean,wheat,orange_juice,beer,nut,squash,meat,sweet_potato,endive,meat,,,,,,,,,,
basil,beef_broth,cider,parmesan_cheese,honey,thyme,zucchini,lemon,mussel,lobster,wheat,apple,red_kidney_bean,cherry,champagne_wine,,,,,,,,,,
marjoram,black_currant,peach,mint,orange_juice,prawn,lemon_peel,vegetable,tuna,grape_juice,scallop,smoked_sausage,feta_cheese,lemon_juice,shallot,,,,,,,,,,
cheddar_cheese,nut,strawberry,rum,yogurt,lemon_juice,clam,tomato,cheddar_cheese,fruit,lemon_juice,vanilla,nut,mozzarella_cheese,wheat,,,,,,,,,,
champagne_wine,lima_bean,raspberry,pecan,red_wine,vegetable,tomato,mace,veal,cream_cheese,tabasco_pepper,truffle,marjoram,fish,cocoa,lemongrass,fish,thai_pepper,shrimp,,,,,,
white_bread,chicken_liver,cheese,milk_fat,wheat,beer,chickpea,almond,pumpkin,milk_fat,endive,sherry,okra,beef,tabasco_pepper,,,,,,,,,,
thyme,marjoram,cranberry,cocoa,fennel,potato,lemon_juice,sherry,goat_cheese,savory,beer,hazelnut,veal,blackberry,seed,,,,,,,,,,
peach,rhubarb,meat,cream_cheese,chive,gelatin,nut,chive,sage,roasted_beef,cranberry,kidney_bean,root,shiitake,coriander,,,,,,,,,,
turmeric,bacon,milk,bourbon_whiskey,lemon_peel,sage,currant,buttermilk,walnut,black_pepper,sage,soybean,mushroom,peanut_butter,veal,,,,,,,,,,
quince,raisin,saffron,lard,cherry,sesame_seed,banana,goat_cheese,blueberry,smoke,black_pepper,wheat,apple_brandy,bartlett_pear,pimento,,,,,,,,,,
lemon_peel,pecan,bacon,parsnip,anise,nut,corn,corn,cider,endive,cayenne,parsley,vanilla,roasted_peanut,parmesan_cheese,,,,,,,,,,
tea,parsley,citrus,macaroni,nut,yogurt,pecan,cocoa,sherry,thyme,nut,ginger,squash,parsley,cranberry,fish,sesame_oil,,,,,,,,
nutmeg,endive,romano_cheese,black_mustard_seed_oil,brandy,chickpea,fig,cider,parmesan_cheese,salmon,currant,goat_cheese,walnut,celery_oil,maple_syrup,,,,,,,,,,
chamomile,red_wine,cocoa,pear,wheat_bread,celery,mango,watercress,lemon,whole_grain_wheat_flour,artichoke,clam,smoked_sausage,vanilla,squash,,,,,,,,,,
asparagus,kumquat,rum,cider,star_anise,brandy,vanilla,sage,blue_cheese,beet,roasted_beef,vegetable,peanut_butter,shallot,lamb,,,,,,,,,,
grape_juice,champagne_wine,avocado,pumpkin,mushroom,nutmeg,raisin,black_bean,cabbage,horseradish,blueberry,avocado,broccoli,tabasco_pepper,bean,,,,,,,,,,
beet,raspberry,sweet_potato,bitter_orange,rum,zucchini,chicory,bartlett_pear,cod,brassica,quince,corn,chickpea,orange_peel,horseradish,coconut,turmeric,,,,,,,,
buttermilk,oregano,carrot,peach,lamb,lard,yeast,fruit,lettuce,tomato,lime_peel_oil,yam,horseradish,wheat,lentil,,,,,,,,,,
carrot,celery,nectarine,cherry,milk,whole_grain_wheat_flour,cheddar_cheese,oat,tea,grape,anise,blue_cheese,parsley,celery,turnip,,,,,,,,,,
brandy,kale,clam,oat,strawberry,orange_juice,provolone_cheese,onion,fig,beef_broth,rye_flour,leek,blackberry,lentil,vanilla,fish,thai_pepper,lime,,,,,,,
fruit,rum,rosemary,ham,rice,saffron,porcini,bacon,horseradish,fennel,cocoa,cheddar_cheese,beef,starch,nutmeg,,,,,,,,,,
mint,milk_fat,maple_syrup,citrus,orange,sherry,liver,mustard,white_bread,pork,raspberry,cranberry,pecan,truffle,cod,,,,,,,,,,
popcorn,cherry,walnut,coffee,pear,rosemary,leek,raspberry,melon,orange_peel,cider,pimento,raspberry,ginger,fig,,,,,,,,,,
provolone_cheese,bean,salmon,roquefort_cheese,lemon,date,bacon,grape_juice,mustard,lima_bean,starch,savory,ham,watercress,celery,,,,,,,,,,
potato,pumpkin,fruit,peppermint,soybean,tuna,turnip,cured_pork,tamarind,goat_cheese,smoke,kumquat,watercress,mussel,turkey,,,,,,,,,,
garlic,peppermint,gelatin,roasted_beef,juniper_berry,macadamia_nut,peanut_butter,parsnip,pineapple,sherry,root,lentil,macaroni,meat,rutabaga,,,,,,,,,,
lime_peel_oil,bitter_orange,mango,chicken,orange_flower,cocoa,black_bean,pecan,vinegar,bartlett_pear,sesame_seed,lobster,vinegar,cassava,avocado,,,,,,,,,,
chicory,sweet_potato,black_tea,date,cocoa,beef,tabasco_pepper,potato,cocoa,cider,white_bread,roasted_beef,pork,mango,oyster,,,,,,,,,,
cherry,cumin,coffee,salmon,buttermilk,chive,mussel,salmon,grape,radish,milk_fat,raspberry,pineapple,goat_cheese,sweet_potato,,,,,,,,,,
cucumber,oat,hazelnut,berry,banana,buttermilk,gelatin,orange_peel,apple_brandy,bacon,hazelnut,gruyere_cheese,tomato_juice,lamb,anise_seed,mint,turmeric,,,,,,,,
chicken_broth,grape,macadamia_nut,saffron,wasabi,currant,hazelnut,brandy,grape_juice,blue_cheese,tuna,bacon,corn,saffron,hazelnut,lemongrass,,,,,,,,,
cashew,chicken,goat_cheese,bread,butter,cream_cheese,watercress,squash,nut,red_kidney_bean,brown_rice,bone_oil,fennel,turnip,plum,,,,,,,,,,
smoke,chervil,grape,passion_fruit,blue_cheese,corn_flake,quince,blue_cheese,cheese,gelatin,raisin,cured_pork,orange_peel,kidney_bean,banana,,,,,,,,,,
red_wine,brassica,blue_cheese,celery,maple_syrup,pineapple,anise,turnip,fennel,soy_sauce,sweet_potato,chinese_cabbage,melon,rapeseed,catfish,cinnamon,galanga,vegetable_oil,lemongrass,star_anise,cream,,,,
flower,concord_grape,tabasco_pepper,orange_peel,cranberry,peanut_butter,strawberry,thyme,smoke,buttermilk,cream_cheese,buttermilk,bacon,whole_grain_wheat_flour,lard,,,,,,,,,,
parsley,pork_sausage,lime_peel_oil,lemon_peel,shiitake,pumpkin,walnut,savory,bergamot,turkey,yeast,olive_oil,lime_juice,lettuce,seaweed,,,,,,,,,,
celery,corn_grit,radish,chicory,sage,cherry,blueberry,vanilla,mozzarella_cheese,pecan,orange_juice,pecan,lentil,fennel,buckwheat,,,,,,,,,,
pea,gruyere_cheese,cabbage,smoked_sausage,lima_bean,shiitake,meat,apple_brandy,black_bean,beer,turnip,blueberry,clam,blue_cheese,pear,,,,,,,,,,
bitter_orange,fennel,lime,rhubarb,parsnip,cardamom,grapefruit,barley,sweet_potato,seed,cherry,fenugreek,yogurt,cured_pork,,,,,,,,,,,
kumquat,peanut_oil,chayote,gelatin,fruit,caviar,cod,kumquat,orange_peel,cranberry,savory,wood,coriander,veal,,,,,,,,,,,
black_currant,strawberry,apple_brandy,bacon,crab,barley,pork_sausage,fig,lime,smoked_fish,porcini,parmesan_cheese,tarragon,rutabaga,,,,,,,,,,,
goat_cheese,fruit,blueberry,brandy,macaroni,wine,oat,leek,bartlett_pear,thai_pepper,turkey,berry,artichoke,anise_seed,,turmeric,,,,,,,,,
chicken_liver,flower,watercress,goat_cheese,meat,yeast,anise_seed,pistachio,cranberry,tuna,lime_juice,tabasco_pepper,bean,tequila,,,,,,,,,,,
macaroni,currant,brandy,nectarine,corn_grit,cheddar_cheese,brandy,saffron,whole_grain_wheat_flour,white_wine,tarragon,cod,beer,radish,,,,,,,,,,,
corn_grit,seed,raisin,zucchini,apple,lobster,cashew,plum,galanga,barley,thai_pepper,brassica,onion,malt,,chicken,bay,lemon_peel,milk,egg,shrimp,,,,
corn_flake,anise,rhubarb,concord_grape,cream_cheese,turnip,thyme,peanut_butter,lavender,swiss_cheese,watercress,brandy,mango,broccoli,,,,,,,,,,,
seed,yeast,leaf,buttermilk,peanut_butter,bacon,pistachio,pumpkin,yeast,pear_brandy,gelatin,endive,currant,red_wine,,,,,,,,,,,
pistachio,chamomile,champagne_wine,blue_cheese,cured_pork,asparagus,turkey,maple_syrup,avocado,turnip,pecan,banana,meat,berry,,,,,,,,,,,
rose,passion_fruit,asparagus,pistachio,wine,oatmeal,buttermilk,sweet_potato,feta_cheese,lime_peel_oil,chicory,tuna,savory,seaweed,,,,,,,,,,,
sweet_potato,basil,yogurt,honey,cognac,melon,radish,rye_flour,strawberry,pineapple,goat_cheese,fig,parmesan_cheese,cardamom,,white_wine,root,thai_pepper,cream,,,,,,
raisin,cheddar_cheese,rye_bread,kale,barley,sweet_potato,saffron,avocado,porcini,smoked_salmon,buttermilk,yogurt,hazelnut,date,,,,,,,,,,,
clove,horseradish,celery,olive,buckwheat,raspberry,artichoke,mozzarella_cheese,orange_juice,artichoke,thyme,yeast,olive_oil,brassica,,,,,,,,,,,
cumin,avocado,buttermilk,celery_oil,cherry_brandy,fruit,star_anise,blackberry,tabasco_pepper,sesame_seed,lemon,coriander,porcini,sweet_potato,,corn,chicken_broth,turmeric,,,,,,,
grapefruit,brussels_sprout,black_bean,cranberry,truffle,oat,champagne_wine,pear,asparagus,blueberry,apricot,pear_brandy,brown_rice,currant,,,,,,,,,,,
brassica,brown_rice,tomato_juice,raspberry,squash,chicory,parsnip,nut,lobster,cured_pork,lobster,sassafras,gin,liver,,,,,,,,,,,
apricot,lime,corn_flake,black_bean,rosemary,lavender,seed,bitter_orange,turkey,cheese,corn,tequila,smoked_salmon,horseradish,,,,,,,,,,,
roquefort_cheese,scallop,pea,horseradish,ham,blackberry,fenugreek,soybean,olive_oil,cheddar_cheese,apple_brandy,broccoli,sherry,cumin,,cucumber,tamarind,carrot,cabbage,,,,,,
lime,tea,beer,brussels_sprout,peach,bartlett_pear,mozzarella_cheese,walnut,champagne_wine,wheat,kidney_bean,starch,barley,cilantro,,sherry,turmeric,,,,,,,,
clam,cabbage,white_bread,catfish,blackberry,porcini,wasabi,pork_sausage,red_kidney_bean,catfish,sesame_oil,spearmint,plum,onion,,zucchini,,,,,,,,,
roasted_nut,tangerine,pineapple,cheddar_cheese,bitter_orange,cranberry,mustard,lemon_juice,oyster,raspberry,cheese,liver,ginger,cod,,,,,,,,,,,
balm,sherry,seed,rosemary,gruyere_cheese,tomato,cranberry,cheddar_cheese,corn,raisin,bacon,onion,fig,sesame_oil,,,,,,,,,,,
cured_pork,salmon,artichoke,sauerkraut,beer,ham,goat_cheese,truffle,brown_rice,smoked_sausage,red_wine,thyme,dill,cranberry,,,,,,,,,,,
black_raspberry,apricot,pecan,mozzarella_cheese,rhubarb,apple,raspberry,tuna,artichoke,pimento,pineapple,chickpea,cheese,green_bell_pepper,,,,,,,,,,,
potato_chip,swiss_cheese,leek,endive,watermelon,corn_grit,cherry_brandy,liver,cane_molasses,melon,walnut,blackberry,red_wine,thai_pepper,,,,,,,,,,,
sake,maple_syrup,celery_oil,roasted_sesame_seed,yam,parsnip,pear,blueberry,turnip,sassafras,fig,mozzarella_cheese,tuna,seed,,,,,,,,,,,
anise,zucchini,kale,sage,scallop,grapefruit,cabernet_sauvignon_wine,watermelon,sesame_seed,kumquat,cured_pork,chervil,liver,sesame_seed,,,,,,,,,,,
mushroom,macadamia_nut,brussels_sprout,macadamia_nut,lingonberry,liver,onion,whole_grain_wheat_flour,thyme,apricot,brandy,lime_peel_oil,cured_pork,,,egg,corn,lime,,,,,,,
oregano,macaroni,lima_bean,barley,chicory,yam,lime_peel_oil,cane_molasses,watermelon,cod,smoked_sausage,strawberry,anise_seed,,,lime,,,,,,,,,
bread,artichoke,corn_grit,wasabi,romano_cheese,fig,yam,clam,wasabi,cauliflower,blackberry,pistachio,chicory,,,rice,soy_sauce,thai_pepper,lemongrass,,,,,,
ginger,wasabi,vegetable,squash,concord_grape,banana,sweet_potato,palm,salmon,prickly_pear,cane_molasses,grape_juice,avocado,,,lime,,,,,,,,,
nut,grapefruit,broccoli,okra,pistachio,maple_syrup,salmon_roe,cereal,quince,lentil,blue_cheese,red_kidney_bean,cassava,,,turmeric,fish,lime,,,,,,,
roasted_sesame_seed,beer,flower,pineapple,caraway,blue_cheese,blue_cheese,tequila,barley,malt,mace,sesame_seed,sesame_oil,,,,,,,,,,,,
